"Category","Application_Date","Latitude","Longitude"
"MULTIFAMILY","01/21/2015","47.60224128","-122.31880635"
"SINGLE FAMILY / DUPLEX","04/19/2016","47.6032202","-122.30664843"
"MULTIFAMILY","01/21/2015","47.60253868","-122.32020382"
"SINGLE FAMILY / DUPLEX","04/18/2016","47.72347576","-122.36265853"
"SINGLE FAMILY / DUPLEX","04/18/2016","47.66159606","-122.35088977"
"MULTIFAMILY","04/18/2016","47.58789292","-122.30367015"
"MULTIFAMILY","11/02/2013","47.60070043","-122.32185775"
"SINGLE FAMILY / DUPLEX","04/15/2016","47.67430996","-122.39138445"
"MULTIFAMILY","11/02/2013","47.60071824","-122.32216611"
"MULTIFAMILY","04/14/2016","47.61932384","-122.30391655"
"SINGLE FAMILY / DUPLEX","04/12/2016","47.68776395","-122.37014093"
"COMMERCIAL","04/11/2016","47.60501319","-122.32989532"
"MULTIFAMILY","02/17/2016","47.58794707","-122.39540778"
"SINGLE FAMILY / DUPLEX","04/08/2016","47.66006059","-122.40067428"
"SINGLE FAMILY / DUPLEX","04/08/2016","47.68686383","-122.29333405"
"MULTIFAMILY","04/07/2016","47.67583683","-122.38058416"
"MULTIFAMILY","11/02/2013","47.60068844","-122.3194182"
"INSTITUTIONAL","05/15/2017","47.60029539","-122.30752394"
"SINGLE FAMILY / DUPLEX","04/05/2016","47.64700142","-122.37466683"
"SINGLE FAMILY / DUPLEX","04/05/2016","47.64700142","-122.37466683"
"SINGLE FAMILY / DUPLEX","04/05/2016","47.67028772","-122.30087538"
"SINGLE FAMILY / DUPLEX","04/01/2016","47.63349569","-122.39454365"
"MULTIFAMILY","11/02/2013","47.60140683","-122.32081101"
"SINGLE FAMILY / DUPLEX","03/31/2016","47.6723646","-122.29157731"
"SINGLE FAMILY / DUPLEX","03/30/2016","47.58314008","-122.30723905"
"SINGLE FAMILY / DUPLEX","09/24/2017","47.69151157","-122.36964621"
"SINGLE FAMILY / DUPLEX","03/30/2016","47.56467463","-122.28455842"
"MULTIFAMILY","01/21/2015","47.60269266","-122.32168608"
"MULTIFAMILY","03/29/2016","47.6650985","-122.31452823"
"MULTIFAMILY","03/29/2016","47.62126347","-122.32173169"
"SINGLE FAMILY / DUPLEX","03/28/2016","47.52835462","-122.39195911"
"MULTIFAMILY","03/25/2016","47.62341815","-122.31964353"
"MULTIFAMILY","03/25/2016","47.56270022","-122.38579486"
"SINGLE FAMILY / DUPLEX","03/25/2016","47.6732565","-122.38560392"
"SINGLE FAMILY / DUPLEX","03/24/2016","47.67081533","-122.30100477"
"COMMERCIAL","03/24/2016","47.55408882","-122.33839521"
"SINGLE FAMILY / DUPLEX","06/13/2017","47.71997577","-122.28888913"
"SINGLE FAMILY / DUPLEX","05/23/2017","47.67536003","-122.32874344"
"SINGLE FAMILY / DUPLEX","03/22/2016","47.65691703","-122.27274567"
"MULTIFAMILY","01/21/2015","47.60214179","-122.32048853"
"COMMERCIAL","03/21/2016","47.54412662","-122.3191459"
"SINGLE FAMILY / DUPLEX","03/21/2016","47.57328986","-122.28621227"
"MULTIFAMILY","03/18/2016","47.66108537","-122.34931143"
"MULTIFAMILY","03/21/2016","47.6747582","-122.36665101"
"MULTIFAMILY","01/21/2015","47.60200408","-122.31859738"
"MULTIFAMILY","03/18/2016","47.6551966","-122.32711274"
"MULTIFAMILY","03/18/2016","47.65509437","-122.32712216"
"SINGLE FAMILY / DUPLEX","03/17/2016","47.7252769","-122.35705936"
"MULTIFAMILY","01/21/2015","47.60210349","-122.32019842"
"MULTIFAMILY","03/16/2016","47.65034062","-122.33656346"
"MULTIFAMILY","03/16/2016","47.69809112","-122.34929927"
"COMMERCIAL","03/16/2016","47.60640361","-122.32368663"
"SINGLE FAMILY / DUPLEX","03/16/2016","47.54540589","-122.32534413"
"MULTIFAMILY","12/15/2014","47.60187628","-122.31907618"
"SINGLE FAMILY / DUPLEX","03/15/2016","47.64133227","-122.3907346"
"MULTIFAMILY","03/14/2016","47.6740112","-122.37862495"
"SINGLE FAMILY / DUPLEX","03/14/2016","47.73260279","-122.33546247"
"SINGLE FAMILY / DUPLEX","03/11/2016","47.68730067","-122.31136619"
"SINGLE FAMILY / DUPLEX","03/11/2016","47.6777535","-122.28466447"
"SINGLE FAMILY / DUPLEX","03/10/2016","47.68661182","-122.39417961"
"SINGLE FAMILY / DUPLEX","03/10/2016","47.51634167","-122.37770143"
"MULTIFAMILY","01/21/2015","47.60292281","-122.32113823"
"MULTIFAMILY","11/02/2013","47.60066833","-122.32154241"
"SINGLE FAMILY / DUPLEX","09/24/2017","47.6816299","-122.34720204"
"MULTIFAMILY","03/09/2016","47.6625775","-122.3517584"
"SINGLE FAMILY / DUPLEX","03/09/2016","47.71321273","-122.35526157"
"MULTIFAMILY","07/08/2016","47.58582258","-122.31369489"
"SINGLE FAMILY / DUPLEX","03/09/2016","47.59625046","-122.29784005"
"COMMERCIAL","03/09/2016","47.61141658","-122.32136945"
"SINGLE FAMILY / DUPLEX","03/08/2016","47.68469649","-122.3010748"
"SINGLE FAMILY / DUPLEX","03/07/2016","47.68783039","-122.33941517"
"SINGLE FAMILY / DUPLEX","03/07/2016","47.68241107","-122.37333161"
"SINGLE FAMILY / DUPLEX","03/07/2016","47.66895553","-122.25882399"
"COMMERCIAL","03/04/2016","47.62149429","-122.33120552"
"SINGLE FAMILY / DUPLEX","03/04/2016","47.67570871","-122.39713811"
"SINGLE FAMILY / DUPLEX","03/04/2016","47.67644728","-122.39385229"
"SINGLE FAMILY / DUPLEX","03/03/2016","47.69799223","-122.35699929"
"SINGLE FAMILY / DUPLEX","03/03/2016","47.5335102","-122.3473748"
"SINGLE FAMILY / DUPLEX","03/03/2016","47.61025028","-122.30605349"
"SINGLE FAMILY / DUPLEX","03/02/2016","47.58357534","-122.38433856"
"COMMERCIAL","03/02/2016","47.72524369","-122.29213259"
"MULTIFAMILY","01/21/2015","47.60254538","-122.32136114"
"SINGLE FAMILY / DUPLEX","03/01/2016","47.67288614","-122.31464564"
"MULTIFAMILY","09/24/2017","47.51396583","-122.38711604"
"INSTITUTIONAL","03/01/2016","47.65235247","-122.30987523"
"SINGLE FAMILY / DUPLEX","03/01/2016","47.51898068","-122.37712934"
"COMMERCIAL","03/01/2016","47.5637925","-122.35061093"
"SINGLE FAMILY / DUPLEX","02/29/2016","47.6635231","-122.30630381"
"SINGLE FAMILY / DUPLEX","02/29/2016","47.68750132","-122.3543299"
"MULTIFAMILY","02/26/2016","47.66927478","-122.39708869"
"MULTIFAMILY","02/25/2016","47.58329022","-122.31437873"
"MULTIFAMILY","11/02/2013","47.6011258","-122.32144254"
"SINGLE FAMILY / DUPLEX","02/24/2016","47.6787257","-122.26738708"
"COMMERCIAL","09/25/2017","47.6010532","-122.33053792"
"COMMERCIAL","09/21/2016","47.5648081","-122.37563673"
"MULTIFAMILY","02/23/2016","47.69102896","-122.31794021"
"MULTIFAMILY","11/02/2013","47.60117049","-122.32225675"
"SINGLE FAMILY / DUPLEX","02/23/2016","47.68275676","-122.28541903"
"SINGLE FAMILY / DUPLEX","02/23/2016","47.5517443","-122.28649881"
"MULTIFAMILY","02/22/2016","47.543365","-122.32122065"
"MULTIFAMILY","02/22/2016","47.543365","-122.32122065"
"MULTIFAMILY","11/02/2013","47.60139876","-122.32134511"
"INDUSTRIAL","02/22/2016","47.63100625","-122.38282969"
"SINGLE FAMILY / DUPLEX","02/21/2016","47.55044706","-122.26217123"
"COMMERCIAL","02/21/2016","47.62177959","-122.34293264"
"COMMERCIAL","11/29/2017","47.59943453","-122.29901406"
"SINGLE FAMILY / DUPLEX","02/19/2016","47.51355416","-122.37779831"
"MULTIFAMILY","12/09/2016","47.61927349","-122.2990811"
"SINGLE FAMILY / DUPLEX","09/24/2017","47.64377491","-122.36839813"
"COMMERCIAL","02/19/2016","47.68232685","-122.26395415"
"SINGLE FAMILY / DUPLEX","02/17/2016","47.55360427","-122.28208445"
"MULTIFAMILY","02/17/2016","47.58499639","-122.31440311"
"MULTIFAMILY","01/21/2015","47.60247267","-122.32099504"
"SINGLE FAMILY / DUPLEX","02/12/2016","47.65882426","-122.34488012"
"MULTIFAMILY","09/02/2015","47.65237112","-122.35157455"
"COMMERCIAL","02/12/2016","47.66519134","-122.32858953"
"MULTIFAMILY","02/11/2016","47.63275501","-122.34251041"
"MULTIFAMILY","02/10/2016","47.59017956","-122.31519274"
"SINGLE FAMILY / DUPLEX","02/11/2016","47.66573588","-122.27630401"
"SINGLE FAMILY / DUPLEX","02/10/2016","47.53175467","-122.2863888"
"SINGLE FAMILY / DUPLEX","02/10/2016","47.68348077","-122.35174712"
"MULTIFAMILY","11/02/2013","47.60130395","-122.32184244"
"MULTIFAMILY","11/02/2013","47.60119603","-122.32082198"
"COMMERCIAL","02/08/2016","47.62557779","-122.34014633"
"MULTIFAMILY","11/02/2013","47.60131033","-122.3227285"
"SINGLE FAMILY / DUPLEX","02/06/2016","47.67208769","-122.32423135"
"MULTIFAMILY","01/21/2015","47.60240242","-122.3191168"
"SINGLE FAMILY / DUPLEX","02/05/2016","47.55657776","-122.36324298"
"SINGLE FAMILY / DUPLEX","02/02/2016","47.67690633","-122.38947952"
"MULTIFAMILY","02/01/2016","47.58614304","-122.38585576"
"MULTIFAMILY","04/11/2017","47.57788168","-122.40915412"
"SINGLE FAMILY / DUPLEX","02/01/2016","47.63741606","-122.39067534"
"SINGLE FAMILY / DUPLEX","01/29/2016","47.7007901","-122.38650844"
"SINGLE FAMILY / DUPLEX","01/29/2016","47.68791332","-122.37917999"
"SINGLE FAMILY / DUPLEX","06/01/2016","47.54697101","-122.31939863"
"SINGLE FAMILY / DUPLEX","01/25/2016","47.67434254","-122.3904597"
"MULTIFAMILY","02/17/2016","47.58789066","-122.3955046"
"SINGLE FAMILY / DUPLEX","09/25/2017","47.71354109","-122.29644479"
"SINGLE FAMILY / DUPLEX","09/18/2017","47.66338441","-122.2750054"
"COMMERCIAL","01/25/2016","47.69050844","-122.31320993"
"SINGLE FAMILY / DUPLEX","01/22/2016","47.65031037","-122.3407212"
"INDUSTRIAL","09/19/2017","47.65487629","-122.38172545"
"SINGLE FAMILY / DUPLEX","01/22/2016","47.67295718","-122.31771616"
"SINGLE FAMILY / DUPLEX","01/22/2016","47.67306009","-122.31768554"
"SINGLE FAMILY / DUPLEX","01/21/2016","47.66380541","-122.27552034"
"MULTIFAMILY","01/21/2016","47.67519529","-122.31839733"
"MULTIFAMILY","01/20/2016","47.61898194","-122.31053404"
"COMMERCIAL","01/15/2016","47.61879678","-122.33754792"
"SINGLE FAMILY / DUPLEX","01/19/2016","47.67555865","-122.38017486"
"SINGLE FAMILY / DUPLEX","01/19/2016","47.67163559","-122.33857978"
"MULTIFAMILY","01/19/2016","47.66408973","-122.35378305"
"SINGLE FAMILY / DUPLEX","09/21/2017","47.55453745","-122.29022957"
"SINGLE FAMILY / DUPLEX","01/15/2016","47.56584714","-122.39920434"
"SINGLE FAMILY / DUPLEX","04/17/2017","47.65587149","-122.28612026"
"MULTIFAMILY","01/21/2015","47.60230586","-122.3201491"
"SINGLE FAMILY / DUPLEX","01/14/2016","47.58504636","-122.39551402"
"MULTIFAMILY","11/02/2013","47.60108456","-122.32183641"
"MULTIFAMILY","12/16/2014","47.60240824","-122.31913141"
"MULTIFAMILY","11/02/2013","47.60044042","-122.3199202"
"SINGLE FAMILY / DUPLEX","01/12/2016","47.72317061","-122.30376388"
"SINGLE FAMILY / DUPLEX","01/11/2016","47.59897101","-122.28720475"
"COMMERCIAL","01/11/2016","47.66525297","-122.37161148"
"SINGLE FAMILY / DUPLEX","01/11/2016","47.68710815","-122.38136626"
"SINGLE FAMILY / DUPLEX","01/07/2016","47.64010043","-122.32439801"
"SINGLE FAMILY / DUPLEX","04/26/2016","47.65476026","-122.32764222"
"SINGLE FAMILY / DUPLEX","01/07/2016","47.69538443","-122.37374793"
"MULTIFAMILY","01/21/2015","47.60251514","-122.32048883"
"MULTIFAMILY","11/02/2013","47.60150234","-122.3227595"
"SINGLE FAMILY / DUPLEX","01/04/2016","47.67635202","-122.40202176"
"SINGLE FAMILY / DUPLEX","02/15/2017","47.64601258","-122.38440759"
"COMMERCIAL","12/05/2006","47.61309348","-122.30565828"
"SINGLE FAMILY / DUPLEX","08/01/2016","47.64391057","-122.32488692"
"SINGLE FAMILY / DUPLEX","12/31/2015","47.67405156","-122.38619378"
"SINGLE FAMILY / DUPLEX","12/30/2015","47.66723394","-122.27815938"
"MULTIFAMILY","12/16/2014","47.60187665","-122.32030932"
"SINGLE FAMILY / DUPLEX","12/29/2015","47.68142386","-122.32234418"
"SINGLE FAMILY / DUPLEX","12/28/2015","47.67930291","-122.30115588"
"MULTIFAMILY","12/24/2015","47.61952596","-122.30394004"
"MULTIFAMILY","12/24/2015","47.6195437","-122.30445042"
"SINGLE FAMILY / DUPLEX","12/24/2015","47.64313728","-122.37288061"
"COMMERCIAL","12/22/2015","47.56708134","-122.29667781"
"SINGLE FAMILY / DUPLEX","12/21/2015","47.6762029","-122.31166582"
"SINGLE FAMILY / DUPLEX","12/21/2015","47.66973539","-122.39971197"
"SINGLE FAMILY / DUPLEX","09/26/2017","47.69457275","-122.36527029"
"SINGLE FAMILY / DUPLEX","12/18/2015","47.59485576","-122.30144104"
"SINGLE FAMILY / DUPLEX","12/18/2015","47.55961722","-122.36128683"
"SINGLE FAMILY / DUPLEX","12/17/2015","47.55558973","-122.2729369"
"SINGLE FAMILY / DUPLEX","12/16/2015","47.61682196","-122.30040977"
"SINGLE FAMILY / DUPLEX","12/15/2015","47.68785299","-122.34805902"
"MULTIFAMILY","12/14/2017","47.57954054","-122.30064319"
"COMMERCIAL","12/15/2015","47.61998865","-122.33478445"
"SINGLE FAMILY / DUPLEX","01/26/2017","47.57631861","-122.41033343"
"COMMERCIAL","12/14/2015","47.62127489","-122.35766771"
"COMMERCIAL","12/14/2015","47.62112205","-122.35713812"
"SINGLE FAMILY / DUPLEX","12/14/2015","47.67928226","-122.39467831"
"SINGLE FAMILY / DUPLEX","12/14/2015","47.51936541","-122.37366794"
"SINGLE FAMILY / DUPLEX","12/14/2015","47.67441277","-122.37390269"
"COMMERCIAL","12/14/2015","47.57492118","-122.38717001"
"SINGLE FAMILY / DUPLEX","12/11/2015","47.62482432","-122.29632344"
"SINGLE FAMILY / DUPLEX","12/10/2015","47.69729587","-122.36176047"
"SINGLE FAMILY / DUPLEX","12/10/2015","47.62118988","-122.29807873"
"MULTIFAMILY","12/10/2015","47.69172722","-122.34266617"
"COMMERCIAL","12/10/2015","47.64978487","-122.37714204"
"COMMERCIAL","12/10/2015","47.64978487","-122.37714204"
"SINGLE FAMILY / DUPLEX","12/09/2015","47.55323855","-122.28036398"
"SINGLE FAMILY / DUPLEX","12/09/2015","47.67642747","-122.39546731"
"COMMERCIAL","12/09/2015","47.66927135","-122.37935248"
"COMMERCIAL","12/09/2015","47.68362042","-122.37640595"
"SINGLE FAMILY / DUPLEX","12/09/2015","47.68385696","-122.37641712"
"COMMERCIAL","12/09/2015","47.68405635","-122.37653282"
"COMMERCIAL","12/09/2015","47.68381103","-122.3763499"
"COMMERCIAL","12/09/2015","47.68374819","-122.37638457"
"SINGLE FAMILY / DUPLEX","12/09/2015","47.71302444","-122.34935621"
"SINGLE FAMILY / DUPLEX","12/08/2015","47.64095328","-122.31441719"
"SINGLE FAMILY / DUPLEX","12/08/2015","47.64659735","-122.36911048"
"SINGLE FAMILY / DUPLEX","12/08/2015","47.62119559","-122.29833921"
"COMMERCIAL","12/08/2015","47.61691256","-122.31717793"
"SINGLE FAMILY / DUPLEX","12/08/2015","47.60858648","-122.31125763"
"MULTIFAMILY","12/07/2015","47.64865049","-122.37696782"
"SINGLE FAMILY / DUPLEX","08/01/2016","47.57702724","-122.41642996"
"COMMERCIAL","12/07/2015","47.57521055","-122.38702165"
"SINGLE FAMILY / DUPLEX","12/04/2015","47.68065321","-122.31706207"
"SINGLE FAMILY / DUPLEX","12/03/2015","47.71571638","-122.33521649"
"MULTIFAMILY","06/27/2016","47.62501724","-122.31388357"
"SINGLE FAMILY / DUPLEX","12/03/2015","47.67677984","-122.3942986"
"COMMERCIAL","12/01/2015","47.59867342","-122.33520646"
"SINGLE FAMILY / DUPLEX","12/01/2015","47.62979891","-122.3199643"
"MULTIFAMILY","11/30/2015","47.67580664","-122.38332908"
"SINGLE FAMILY / DUPLEX","04/12/2017","47.51365742","-122.25616283"
"MULTIFAMILY","11/25/2015","47.65858772","-122.3513545"
"COMMERCIAL","11/24/2015","47.65249823","-122.35836485"
"SINGLE FAMILY / DUPLEX","11/24/2015","47.66060358","-122.35511588"
"SINGLE FAMILY / DUPLEX","11/24/2015","47.63847192","-122.36995433"
"SINGLE FAMILY / DUPLEX","11/24/2015","47.5300073","-122.3787079"
"SINGLE FAMILY / DUPLEX","11/24/2015","47.56196361","-122.28309614"
"SINGLE FAMILY / DUPLEX","06/20/2014","47.64592899","-122.41464303"
"SINGLE FAMILY / DUPLEX","11/20/2015","47.51599575","-122.27442777"
"SINGLE FAMILY / DUPLEX","11/20/2015","47.51635043","-122.38284234"
"MULTIFAMILY","11/18/2015","47.62148685","-122.32704375"
"SINGLE FAMILY / DUPLEX","11/16/2015","47.57051192","-122.3849118"
"SINGLE FAMILY / DUPLEX","11/14/2015","47.68673302","-122.3296957"
"SINGLE FAMILY / DUPLEX","11/14/2015","47.68258397","-122.32507196"
"SINGLE FAMILY / DUPLEX","11/14/2015","47.68240595","-122.32531412"
"SINGLE FAMILY / DUPLEX","11/14/2015","47.67308118","-122.32647468"
"COMMERCIAL","11/14/2015","47.62403301","-122.33486782"
"INSTITUTIONAL","11/14/2015","47.65375456","-122.3129066"
"SINGLE FAMILY / DUPLEX","11/14/2015","47.56998155","-122.35861695"
"SINGLE FAMILY / DUPLEX","11/12/2015","47.69006716","-122.36809855"
"INSTITUTIONAL","11/10/2015","47.66045328","-122.30463329"
"MULTIFAMILY","11/09/2015","47.67329548","-122.3824063"
"SINGLE FAMILY / DUPLEX","11/09/2015","47.67297129","-122.37812747"
"COMMERCIAL","11/06/2015","47.6691663","-122.38016467"
"COMMERCIAL","11/06/2015","47.669247","-122.37992021"
"COMMERCIAL","11/06/2015","47.66929531","-122.3797448"
"COMMERCIAL","11/06/2015","47.66927196","-122.37953727"
"MULTIFAMILY","11/06/2015","47.65170368","-122.36639319"
"SINGLE FAMILY / DUPLEX","11/04/2015","47.54779709","-122.27759511"
"INDUSTRIAL","12/21/2016","47.53151824","-122.32437561"
"COMMERCIAL","11/03/2015","47.53919231","-122.32419247"
"SINGLE FAMILY / DUPLEX","01/06/2016","47.62805052","-122.28721667"
"SINGLE FAMILY / DUPLEX","11/02/2015","47.67476122","-122.38058576"
"SINGLE FAMILY / DUPLEX","10/30/2015","47.57918927","-122.31495687"
"COMMERCIAL","10/29/2015","47.62334513","-122.33620731"
"SINGLE FAMILY / DUPLEX","10/29/2015","47.66936957","-122.28715537"
"SINGLE FAMILY / DUPLEX","10/27/2015","47.54411976","-122.28687784"
"SINGLE FAMILY / DUPLEX","10/27/2015","47.54411976","-122.28687784"
"MULTIFAMILY","10/27/2015","47.63612953","-122.38785795"
"SINGLE FAMILY / DUPLEX","10/27/2015","47.60064134","-122.29342066"
"COMMERCIAL","10/26/2015","47.62038273","-122.33941874"
"COMMERCIAL","10/26/2015","47.63265986","-122.32468513"
"COMMERCIAL","10/26/2015","47.62071032","-122.33942842"
"SINGLE FAMILY / DUPLEX","10/23/2015","47.66647207","-122.2872902"
"SINGLE FAMILY / DUPLEX","10/23/2015","47.66744842","-122.29662192"
"SINGLE FAMILY / DUPLEX","10/23/2015","47.67385285","-122.32942778"
"SINGLE FAMILY / DUPLEX","10/23/2015","47.67061772","-122.33724846"
"MULTIFAMILY","10/22/2015","47.67576342","-122.38660235"
"SINGLE FAMILY / DUPLEX","10/22/2015","47.62402328","-122.28752067"
"SINGLE FAMILY / DUPLEX","10/21/2015","47.6852048","-122.37919115"
"SINGLE FAMILY / DUPLEX","10/21/2015","47.67334591","-122.38539447"
"SINGLE FAMILY / DUPLEX","10/21/2015","47.6751069","-122.38432395"
"SINGLE FAMILY / DUPLEX","10/20/2015","47.57897342","-122.30862457"
"MULTIFAMILY","10/20/2015","47.68187905","-122.28813256"
"SINGLE FAMILY / DUPLEX","10/20/2015","47.59646775","-122.29842569"
"SINGLE FAMILY / DUPLEX","10/20/2015","47.65472754","-122.34766918"
"MULTIFAMILY","12/14/2017","47.63686313","-122.37414981"
"COMMERCIAL","12/14/2017","47.63034902","-122.3741301"
"SINGLE FAMILY / DUPLEX","10/19/2015","47.72295531","-122.35256072"
"MULTIFAMILY","10/19/2015","47.61782102","-122.31580511"
"SINGLE FAMILY / DUPLEX","10/19/2015","47.56993461","-122.286955"
"SINGLE FAMILY / DUPLEX","03/06/2017","47.54182274","-122.32305108"
"SINGLE FAMILY / DUPLEX","10/19/2015","47.72336441","-122.31421704"
"SINGLE FAMILY / DUPLEX","10/19/2015","47.54970747","-122.30895742"
"MULTIFAMILY","10/16/2015","47.66450222","-122.30694997"
"SINGLE FAMILY / DUPLEX","10/16/2015","47.67839934","-122.36222756"
"SINGLE FAMILY / DUPLEX","10/16/2015","47.67471885","-122.37989371"
"SINGLE FAMILY / DUPLEX","10/15/2015","47.67402404","-122.38169717"
"SINGLE FAMILY / DUPLEX","01/20/2017","47.63929332","-122.28322284"
"SINGLE FAMILY / DUPLEX","10/15/2015","47.72956037","-122.30894824"
"MULTIFAMILY","10/13/2015","47.67575339","-122.38930561"
"SINGLE FAMILY / DUPLEX","10/12/2015","47.54963905","-122.30893033"
"SINGLE FAMILY / DUPLEX","10/12/2015","47.69301983","-122.33753772"
"SINGLE FAMILY / DUPLEX","10/12/2015","47.67582772","-122.38034656"
"MULTIFAMILY","10/12/2015","47.68989285","-122.37521107"
"MULTIFAMILY","10/12/2015","47.67510615","-122.37919797"
"SINGLE FAMILY / DUPLEX","10/12/2015","47.6733814","-122.38373761"
"SINGLE FAMILY / DUPLEX","03/16/2017","47.64483817","-122.32431179"
"MULTIFAMILY","10/09/2015","47.55634875","-122.28880007"
"SINGLE FAMILY / DUPLEX","10/09/2015","47.6915545","-122.36193417"
"SINGLE FAMILY / DUPLEX","10/09/2015","47.68991591","-122.37498953"
"SINGLE FAMILY / DUPLEX","06/02/2017","47.60338544","-122.30991133"
"SINGLE FAMILY / DUPLEX","02/10/2017","47.63360255","-122.34935395"
"SINGLE FAMILY / DUPLEX","11/24/2015","47.62871972","-122.3496269"
"SINGLE FAMILY / DUPLEX","10/06/2015","47.67505558","-122.39200595"
"MULTIFAMILY","10/06/2015","47.58036028","-122.31564369"
"SINGLE FAMILY / DUPLEX","10/06/2015","47.67219229","-122.37972965"
"SINGLE FAMILY / DUPLEX","10/06/2015","47.56496669","-122.3698747"
"MULTIFAMILY","10/05/2015","47.56514833","-122.36836802"
"MULTIFAMILY","10/05/2015","47.64025853","-122.37523414"
"SINGLE FAMILY / DUPLEX","10/05/2015","47.69495971","-122.29310952"
"MULTIFAMILY","10/05/2015","47.5344542","-122.27955831"
"SINGLE FAMILY / DUPLEX","10/05/2015","47.6988662","-122.36110077"
"MULTIFAMILY","10/05/2015","47.67480217","-122.37661528"
"MULTIFAMILY","10/05/2015","47.64137454","-122.32443756"
"MULTIFAMILY","10/02/2015","47.58669965","-122.31692912"
"SINGLE FAMILY / DUPLEX","10/01/2015","47.68721546","-122.31551624"
"SINGLE FAMILY / DUPLEX","04/14/2017","47.61393817","-122.30086043"
"SINGLE FAMILY / DUPLEX","10/01/2015","47.5542465","-122.30227755"
"SINGLE FAMILY / DUPLEX","10/01/2015","47.52895772","-122.36073365"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.54792686","-122.2765158"
"MULTIFAMILY","09/29/2015","47.69869378","-122.317884"
"SINGLE FAMILY / DUPLEX","01/26/2017","47.5761844","-122.41042772"
"SINGLE FAMILY / DUPLEX","09/28/2015","47.58854328","-122.30768115"
"SINGLE FAMILY / DUPLEX","09/28/2015","47.66925886","-122.28240714"
"SINGLE FAMILY / DUPLEX","09/25/2015","47.64459376","-122.38426247"
"MULTIFAMILY","09/25/2015","47.65209353","-122.34890223"
"SINGLE FAMILY / DUPLEX","09/24/2015","47.68569564","-122.29302181"
"SINGLE FAMILY / DUPLEX","09/24/2015","47.68551994","-122.3712004"
"SINGLE FAMILY / DUPLEX","09/23/2015","47.65305359","-122.3526168"
"SINGLE FAMILY / DUPLEX","09/23/2015","47.57803322","-122.39392641"
"SINGLE FAMILY / DUPLEX","09/22/2015","47.66050419","-122.35177092"
"SINGLE FAMILY / DUPLEX","01/26/2017","47.57606898","-122.41037038"
"MULTIFAMILY","09/22/2015","47.66998377","-122.38250213"
"SINGLE FAMILY / DUPLEX","09/22/2015","47.66983998","-122.28604902"
"SINGLE FAMILY / DUPLEX","09/21/2015","47.67664725","-122.36124334"
"SINGLE FAMILY / DUPLEX","09/21/2015","47.68386165","-122.34558112"
"SINGLE FAMILY / DUPLEX","09/21/2015","47.53385843","-122.38784826"
"SINGLE FAMILY / DUPLEX","01/20/2017","47.63779667","-122.35288165"
"SINGLE FAMILY / DUPLEX","09/18/2015","47.69454874","-122.36844683"
"SINGLE FAMILY / DUPLEX","09/18/2015","47.58519124","-122.29429045"
"COMMERCIAL","08/30/2016","47.67557715","-122.31346338"
"SINGLE FAMILY / DUPLEX","05/26/2015","47.654176","-122.38535207"
"SINGLE FAMILY / DUPLEX","09/15/2015","47.64563461","-122.40263834"
"MULTIFAMILY","09/15/2015","47.66235106","-122.3398208"
"COMMERCIAL","09/15/2015","47.62041964","-122.35567747"
"SINGLE FAMILY / DUPLEX","09/15/2015","47.60368886","-122.30950003"
"SINGLE FAMILY / DUPLEX","09/15/2015","47.60985533","-122.30919857"
"SINGLE FAMILY / DUPLEX","09/15/2015","47.65847044","-122.3507979"
"SINGLE FAMILY / DUPLEX","09/15/2015","47.62670273","-122.32054726"
"SINGLE FAMILY / DUPLEX","09/14/2015","47.69654922","-122.37508977"
"SINGLE FAMILY / DUPLEX","02/15/2017","47.52798206","-122.2660184"
"SINGLE FAMILY / DUPLEX","09/12/2015","47.57093442","-122.28811639"
"SINGLE FAMILY / DUPLEX","07/07/2017","47.53426281","-122.34882602"
"SINGLE FAMILY / DUPLEX","06/13/2017","47.66915168","-122.36217859"
"SINGLE FAMILY / DUPLEX","09/10/2015","47.68190648","-122.3096196"
"SINGLE FAMILY / DUPLEX","01/12/2016","47.64329962","-122.3886735"
"SINGLE FAMILY / DUPLEX","09/10/2015","47.58972763","-122.31079965"
"SINGLE FAMILY / DUPLEX","09/10/2015","47.53348831","-122.34783161"
"SINGLE FAMILY / DUPLEX","09/09/2015","47.6732736","-122.3771474"
"MULTIFAMILY","09/09/2015","47.62233991","-122.31857149"
"MULTIFAMILY","09/08/2015","47.62662831","-122.31772939"
"MULTIFAMILY","09/08/2015","47.62651468","-122.31772133"
"MULTIFAMILY","09/08/2015","47.67330639","-122.37669591"
"MULTIFAMILY","09/04/2015","47.61953121","-122.31724183"
"SINGLE FAMILY / DUPLEX","09/04/2015","47.61941131","-122.31723378"
"COMMERCIAL","09/04/2015","47.61975115","-122.31715575"
"SINGLE FAMILY / DUPLEX","09/04/2015","47.54855648","-122.3801356"
"SINGLE FAMILY / DUPLEX","09/04/2015","47.51848746","-122.39191378"
"SINGLE FAMILY / DUPLEX","09/04/2015","47.65222822","-122.35156635"
"SINGLE FAMILY / DUPLEX","03/03/2016","47.6173806","-122.28948365"
"MULTIFAMILY","07/07/2017","47.70348184","-122.35090501"
"SINGLE FAMILY / DUPLEX","09/03/2015","47.60222987","-122.31128829"
"SINGLE FAMILY / DUPLEX","09/03/2015","47.6021575","-122.31128616"
