"Category","Application_Date","Latitude","Longitude"
"SINGLE FAMILY / DUPLEX","11/06/2014","47.56273521","-122.38254401"
"SINGLE FAMILY / DUPLEX","11/05/2014","47.57409721","-122.29390925"
"SINGLE FAMILY / DUPLEX","11/05/2014","47.66686917","-122.27912188"
"MULTIFAMILY","11/05/2014","47.60100902","-122.29924095"
"COMMERCIAL","11/04/2014","47.69034191","-122.35843535"
"COMMERCIAL","11/04/2014","47.69034191","-122.35843535"
"COMMERCIAL","11/04/2014","47.69034191","-122.35843535"
"COMMERCIAL","11/03/2016","47.69549104","-122.35576028"
"SINGLE FAMILY / DUPLEX","02/12/2016","47.71979221","-122.3532256"
"COMMERCIAL","11/04/2014","47.61782318","-122.30416105"
"SINGLE FAMILY / DUPLEX","11/04/2014","47.54079359","-122.38168835"
"SINGLE FAMILY / DUPLEX","11/04/2014","47.67070361","-122.39057979"
"MULTIFAMILY","10/31/2014","47.6597373","-122.32044092"
"SINGLE FAMILY / DUPLEX","10/31/2014","47.67388357","-122.3578646"
"SINGLE FAMILY / DUPLEX","10/31/2014","47.61099464","-122.30914618"
"SINGLE FAMILY / DUPLEX","10/31/2014","47.66840914","-122.39956653"
"MULTIFAMILY","10/30/2014","47.67603984","-122.29223035"
"SINGLE FAMILY / DUPLEX","08/18/2016","47.68382369","-122.3573472"
"SINGLE FAMILY / DUPLEX","10/30/2014","47.63888897","-122.37063803"
"COMMERCIAL","10/29/2014","47.66341791","-122.37933012"
"MULTIFAMILY","10/29/2014","47.64120991","-122.3250063"
"SINGLE FAMILY / DUPLEX","10/29/2014","47.70483526","-122.36540473"
"SINGLE FAMILY / DUPLEX","10/28/2014","47.68766043","-122.37440075"
"SINGLE FAMILY / DUPLEX","10/27/2014","47.59219157","-122.29854958"
"INDUSTRIAL","10/23/2014","47.5735097","-122.3224022"
"SINGLE FAMILY / DUPLEX","03/30/2016","47.56633198","-122.37050361"
"COMMERCIAL","10/22/2014","47.69416167","-122.37713963"
"SINGLE FAMILY / DUPLEX","10/22/2014","47.63126836","-122.36996901"
"SINGLE FAMILY / DUPLEX","10/22/2014","47.68357203","-122.28353844"
"SINGLE FAMILY / DUPLEX","10/21/2014","47.67511683","-122.3883325"
"MULTIFAMILY","10/20/2014","47.62653955","-122.36165907"
"COMMERCIAL","10/20/2014","47.69183352","-122.29005058"
"SINGLE FAMILY / DUPLEX","10/20/2014","47.67325969","-122.38145898"
"SINGLE FAMILY / DUPLEX","10/20/2014","47.67339272","-122.38161417"
"SINGLE FAMILY / DUPLEX","10/20/2014","47.63830483","-122.36467469"
"SINGLE FAMILY / DUPLEX","10/20/2014","47.67512993","-122.3786185"
"SINGLE FAMILY / DUPLEX","10/20/2014","47.6749871","-122.37861841"
"SINGLE FAMILY / DUPLEX","10/20/2014","47.6733466","-122.38325995"
"SINGLE FAMILY / DUPLEX","10/17/2014","47.63886467","-122.27933996"
"SINGLE FAMILY / DUPLEX","10/17/2014","47.72484051","-122.36176035"
"SINGLE FAMILY / DUPLEX","10/17/2014","47.64951094","-122.38445473"
"SINGLE FAMILY / DUPLEX","10/15/2014","47.54592919","-122.36284407"
"MULTIFAMILY","10/15/2014","47.70524945","-122.35248785"
"COMMERCIAL","10/14/2014","47.71979435","-122.29242432"
"COMMERCIAL","10/13/2014","47.62352175","-122.33475797"
"SINGLE FAMILY / DUPLEX","10/13/2014","47.70730797","-122.31176159"
"SINGLE FAMILY / DUPLEX","10/10/2014","47.65605474","-122.40196434"
"SINGLE FAMILY / DUPLEX","10/10/2014","47.68384852","-122.34655591"
"COMMERCIAL","10/10/2014","47.61717726","-122.31669985"
"SINGLE FAMILY / DUPLEX","10/10/2014","47.67254416","-122.38579858"
"SINGLE FAMILY / DUPLEX","10/08/2014","47.53197474","-122.38333327"
"SINGLE FAMILY / DUPLEX","10/07/2014","47.66645579","-122.27814724"
"SINGLE FAMILY / DUPLEX","10/07/2014","47.69199381","-122.39522655"
"SINGLE FAMILY / DUPLEX","10/06/2014","47.54436694","-122.38900448"
"SINGLE FAMILY / DUPLEX","10/06/2014","47.62924111","-122.27913721"
"INSTITUTIONAL","10/06/2014","47.65162035","-122.31294263"
"SINGLE FAMILY / DUPLEX","10/06/2014","47.67220495","-122.38232881"
"SINGLE FAMILY / DUPLEX","10/06/2014","47.63717972","-122.38985159"
"SINGLE FAMILY / DUPLEX","10/06/2014","47.58882894","-122.30818728"
"SINGLE FAMILY / DUPLEX","10/06/2014","47.63883594","-122.28356203"
"SINGLE FAMILY / DUPLEX","10/06/2014","47.66559473","-122.40633611"
"SINGLE FAMILY / DUPLEX","10/04/2014","47.54365008","-122.393231"
"COMMERCIAL","10/02/2014","47.62422755","-122.35710042"
"MULTIFAMILY","10/02/2014","47.65026619","-122.32191399"
"MULTIFAMILY","10/02/2014","47.61181606","-122.32319986"
"SINGLE FAMILY / DUPLEX","10/02/2014","47.69537451","-122.39921621"
"SINGLE FAMILY / DUPLEX","10/02/2014","47.67433227","-122.35808778"
"SINGLE FAMILY / DUPLEX","10/01/2014","47.59629564","-122.30926094"
"SINGLE FAMILY / DUPLEX","10/01/2014","47.65225239","-122.33784647"
"SINGLE FAMILY / DUPLEX","07/31/2014","47.65144075","-122.38498919"
"SINGLE FAMILY / DUPLEX","04/29/2016","47.63784874","-122.32743718"
"SINGLE FAMILY / DUPLEX","09/30/2014","47.69234735","-122.34863883"
"MULTIFAMILY","09/30/2014","47.64626509","-122.36031388"
"MULTIFAMILY","12/30/2016","47.65931526","-122.32111021"
"COMMERCIAL","09/29/2014","47.61632879","-122.33305228"
"MULTIFAMILY","09/29/2014","47.65210113","-122.34502733"
"COMMERCIAL","09/29/2014","47.66967529","-122.3879285"
"SINGLE FAMILY / DUPLEX","09/28/2014","47.58333843","-122.38540318"
"INSTITUTIONAL","09/27/2014","47.65127032","-122.36167635"
"MULTIFAMILY","09/25/2014","47.63070638","-122.35985795"
"SINGLE FAMILY / DUPLEX","09/25/2014","47.71938142","-122.28560905"
"SINGLE FAMILY / DUPLEX","03/22/2017","47.56564254","-122.38254975"
"SINGLE FAMILY / DUPLEX","09/25/2014","47.67329652","-122.38113025"
"SINGLE FAMILY / DUPLEX","02/22/2017","47.54369248","-122.32108633"
"MULTIFAMILY","09/24/2014","47.62654103","-122.35561619"
"MULTIFAMILY","09/23/2014","47.59291298","-122.29592144"
"SINGLE FAMILY / DUPLEX","09/23/2014","47.66487543","-122.35907428"
"SINGLE FAMILY / DUPLEX","09/22/2014","47.70198412","-122.34817711"
"MULTIFAMILY","09/22/2014","47.61950525","-122.2970717"
"SINGLE FAMILY / DUPLEX","09/22/2014","47.59641132","-122.30926693"
"SINGLE FAMILY / DUPLEX","09/22/2014","47.61333454","-122.30599343"
"SINGLE FAMILY / DUPLEX","09/19/2014","47.68061371","-122.28371206"
"SINGLE FAMILY / DUPLEX","09/19/2014","47.52942852","-122.37014615"
"SINGLE FAMILY / DUPLEX","09/19/2014","47.69012984","-122.35629787"
"MULTIFAMILY","09/19/2014","47.56435223","-122.37539615"
"SINGLE FAMILY / DUPLEX","09/18/2014","47.67709677","-122.38801766"
"SINGLE FAMILY / DUPLEX","09/18/2014","47.6590152","-122.34845749"
"MULTIFAMILY","09/17/2014","47.64614289","-122.32499107"
"MULTIFAMILY","09/17/2014","47.64614289","-122.32499107"
"MULTIFAMILY","09/17/2014","47.69528556","-122.31781975"
"SINGLE FAMILY / DUPLEX","09/17/2014","47.72650415","-122.35797036"
"SINGLE FAMILY / DUPLEX","09/17/2014","47.63606961","-122.39092347"
"SINGLE FAMILY / DUPLEX","09/16/2014","47.7023647","-122.30638905"
"SINGLE FAMILY / DUPLEX","09/16/2014","47.68810298","-122.37440992"
"SINGLE FAMILY / DUPLEX","09/13/2014","47.67841036","-122.37556681"
"SINGLE FAMILY / DUPLEX","09/13/2014","47.67433947","-122.37712345"
"MULTIFAMILY","09/13/2014","47.57052455","-122.28746873"
"SINGLE FAMILY / DUPLEX","09/12/2014","47.68634946","-122.39616904"
"SINGLE FAMILY / DUPLEX","09/11/2014","47.6752008","-122.29149097"
"MULTIFAMILY","09/11/2014","47.61440726","-122.3417251"
"SINGLE FAMILY / DUPLEX","09/10/2014","47.52410415","-122.2801357"
"MULTIFAMILY","08/23/2016","47.58901836","-122.30418062"
"SINGLE FAMILY / DUPLEX","09/10/2014","47.66402103","-122.33543614"
"COMMERCIAL","09/10/2014","47.55354312","-122.38067294"
"SINGLE FAMILY / DUPLEX","09/10/2014","47.67493004","-122.29151886"
"SINGLE FAMILY / DUPLEX","04/13/2016","47.65001537","-122.33663831"
"COMMERCIAL","09/09/2014","47.61393744","-122.33811289"
"SINGLE FAMILY / DUPLEX","09/08/2014","47.67902046","-122.28902955"
"SINGLE FAMILY / DUPLEX","12/19/2017","47.6572546","-122.32539227"
"SINGLE FAMILY / DUPLEX","09/03/2014","47.67340697","-122.37386293"
"MULTIFAMILY","07/05/2014","47.62011836","-122.31594871"
"COMMERCIAL","09/03/2014","47.66107313","-122.31566724"
"SINGLE FAMILY / DUPLEX","09/03/2014","47.60465428","-122.31712327"
"SINGLE FAMILY / DUPLEX","09/03/2014","47.56280064","-122.39112439"
"SINGLE FAMILY / DUPLEX","09/02/2014","47.51548806","-122.39561459"
"SINGLE FAMILY / DUPLEX","09/02/2014","47.59070975","-122.31514066"
"COMMERCIAL","09/02/2014","47.66971049","-122.38234936"
"SINGLE FAMILY / DUPLEX","09/02/2014","47.60451334","-122.31712257"
"MULTIFAMILY","09/02/2014","47.67181283","-122.38451653"
"SINGLE FAMILY / DUPLEX","09/02/2014","47.53646328","-122.37797143"
"SINGLE FAMILY / DUPLEX","08/28/2014","47.68346028","-122.35055705"
"SINGLE FAMILY / DUPLEX","08/28/2014","47.67828308","-122.3856145"
"SINGLE FAMILY / DUPLEX","08/08/2017","47.67834918","-122.304197"
"SINGLE FAMILY / DUPLEX","08/28/2014","47.68893111","-122.30298492"
"SINGLE FAMILY / DUPLEX","08/27/2014","47.66111615","-122.27463539"
"COMMERCIAL","08/27/2014","47.6161447","-122.33293778"
"SINGLE FAMILY / DUPLEX","08/27/2014","47.68423711","-122.34842904"
"SINGLE FAMILY / DUPLEX","08/27/2014","47.55237665","-122.2611034"
"COMMERCIAL","03/06/2017","47.625255","-122.3520722"
"SINGLE FAMILY / DUPLEX","08/27/2014","47.62090017","-122.3015607"
"SINGLE FAMILY / DUPLEX","08/26/2014","47.57687228","-122.41040783"
"SINGLE FAMILY / DUPLEX","02/10/2016","47.5124907","-122.3793847"
"SINGLE FAMILY / DUPLEX","08/26/2014","47.69337579","-122.36541667"
"SINGLE FAMILY / DUPLEX","08/25/2014","47.52858167","-122.37371382"
"SINGLE FAMILY / DUPLEX","08/25/2014","47.69037004","-122.36908002"
"SINGLE FAMILY / DUPLEX","08/25/2014","47.66031193","-122.34490704"
"SINGLE FAMILY / DUPLEX","08/25/2014","47.69149713","-122.35280269"
"SINGLE FAMILY / DUPLEX","08/23/2014","47.67502299","-122.39277805"
"SINGLE FAMILY / DUPLEX","08/22/2014","47.55952853","-122.36315902"
"SINGLE FAMILY / DUPLEX","08/22/2014","47.60214749","-122.3121643"
"SINGLE FAMILY / DUPLEX","08/22/2014","47.67093488","-122.27258504"
"SINGLE FAMILY / DUPLEX","08/22/2014","47.55125545","-122.32396424"
"SINGLE FAMILY / DUPLEX","08/22/2014","47.66021227","-122.34493133"
"SINGLE FAMILY / DUPLEX","08/21/2014","47.63369351","-122.27964914"
"MULTIFAMILY","08/21/2014","47.64689253","-122.32376885"
"SINGLE FAMILY / DUPLEX","08/20/2014","47.6681506","-122.28934909"
"SINGLE FAMILY / DUPLEX","08/20/2014","47.58624169","-122.31236701"
"SINGLE FAMILY / DUPLEX","08/19/2014","47.63863804","-122.27817413"
"COMMERCIAL","08/19/2014","47.6213124","-122.34076614"
"SINGLE FAMILY / DUPLEX","08/19/2014","47.69224664","-122.36897889"
"SINGLE FAMILY / DUPLEX","08/18/2014","47.52735404","-122.38423995"
"SINGLE FAMILY / DUPLEX","08/18/2014","47.61974247","-122.31751135"
"SINGLE FAMILY / DUPLEX","08/18/2014","47.61974247","-122.31751135"
"SINGLE FAMILY / DUPLEX","08/15/2014","47.6966047","-122.31523364"
"SINGLE FAMILY / DUPLEX","08/15/2014","47.57798562","-122.40568887"
"MULTIFAMILY","08/15/2014","47.60471117","-122.30468121"
"MULTIFAMILY","08/15/2014","47.622189","-122.32586296"
"SINGLE FAMILY / DUPLEX","08/15/2014","47.55094866","-122.37527394"
"SINGLE FAMILY / DUPLEX","08/14/2014","47.59424907","-122.29725561"
"SINGLE FAMILY / DUPLEX","08/13/2014","47.65740416","-122.33419744"
"SINGLE FAMILY / DUPLEX","08/12/2014","47.66293503","-122.27909341"
"SINGLE FAMILY / DUPLEX","08/12/2014","47.66181556","-122.34900892"
"SINGLE FAMILY / DUPLEX","08/12/2014","47.59278385","-122.30087245"
"MULTIFAMILY","05/23/2016","47.67547473","-122.38091921"
"SINGLE FAMILY / DUPLEX","08/11/2014","47.53496187","-122.34956743"
"MULTIFAMILY","08/09/2014","47.65298056","-122.3404509"
"SINGLE FAMILY / DUPLEX","08/11/2014","47.68965191","-122.35123005"
"SINGLE FAMILY / DUPLEX","07/31/2017","47.6143242","-122.2842815"
"SINGLE FAMILY / DUPLEX","08/08/2014","47.67248948","-122.33021673"
"SINGLE FAMILY / DUPLEX","08/06/2014","47.67942004","-122.37115765"
"SINGLE FAMILY / DUPLEX","08/06/2014","47.60742844","-122.28981231"
"MULTIFAMILY","08/05/2014","47.65652186","-122.31951142"
"COMMERCIAL","08/05/2014","47.5540511","-122.32102018"
"MULTIFAMILY","08/05/2014","47.65663189","-122.31945594"
"SINGLE FAMILY / DUPLEX","08/01/2014","47.69390611","-122.32524519"
"SINGLE FAMILY / DUPLEX","07/31/2014","47.63233798","-122.28103539"
"INSTITUTIONAL","07/31/2014","47.71343606","-122.31467296"
"COMMERCIAL","07/31/2014","47.65141714","-122.32082903"
"SINGLE FAMILY / DUPLEX","07/31/2014","47.63892261","-122.33007155"
"MULTIFAMILY","07/28/2015","47.6699291","-122.38034895"
"SINGLE FAMILY / DUPLEX","07/29/2014","47.67761686","-122.34960893"
"SINGLE FAMILY / DUPLEX","07/29/2014","47.62910222","-122.28311832"
"SINGLE FAMILY / DUPLEX","07/29/2014","47.63004744","-122.34527772"
"SINGLE FAMILY / DUPLEX","07/29/2014","47.68438324","-122.30268534"
"SINGLE FAMILY / DUPLEX","03/01/2017","47.69625189","-122.38997456"
"SINGLE FAMILY / DUPLEX","07/25/2014","47.50938418","-122.38187052"
"SINGLE FAMILY / DUPLEX","07/24/2014","47.55368247","-122.30359025"
"SINGLE FAMILY / DUPLEX","07/24/2014","47.70018085","-122.36383088"
"COMMERCIAL","07/24/2014","47.67849569","-122.37634863"
"MULTIFAMILY","07/24/2014","47.61329827","-122.30785382"
"SINGLE FAMILY / DUPLEX","07/23/2014","47.67817289","-122.29932146"
"MULTIFAMILY","07/23/2014","47.65003515","-122.38310362"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67751032","-122.31890651"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.6775003","-122.31907525"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67748982","-122.31920535"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.6774925","-122.31931367"
"MULTIFAMILY","07/22/2014","47.67749136","-122.31944075"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67746543","-122.31981511"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67762645","-122.3197935"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67776542","-122.31980759"
"MULTIFAMILY","10/19/2017","47.6533762","-122.38495995"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67744717","-122.3198944"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67744717","-122.3198944"
"SINGLE FAMILY / DUPLEX","07/22/2014","47.67787414","-122.31934981"
"MULTIFAMILY","07/21/2014","47.56870442","-122.3870683"
"SINGLE FAMILY / DUPLEX","07/21/2014","47.62353708","-122.29906941"
"SINGLE FAMILY / DUPLEX","07/21/2014","47.56510756","-122.38735499"
"SINGLE FAMILY / DUPLEX","07/20/2014","47.60015107","-122.29841846"
"SINGLE FAMILY / DUPLEX","07/18/2014","47.67783802","-122.31956352"
"MULTIFAMILY","07/18/2014","47.67787767","-122.31979811"
"SINGLE FAMILY / DUPLEX","07/18/2014","47.6802346","-122.3733415"
"SINGLE FAMILY / DUPLEX","07/18/2014","47.69108761","-122.30379269"
"MULTIFAMILY","07/17/2014","47.675095","-122.37977273"
"SINGLE FAMILY / DUPLEX","12/19/2017","47.52163769","-122.35756437"
"SINGLE FAMILY / DUPLEX","07/17/2014","47.63914858","-122.28455008"
"COMMERCIAL","12/30/2015","47.64953959","-122.34770778"
"SINGLE FAMILY / DUPLEX","07/17/2014","47.67686751","-122.35309397"
"SINGLE FAMILY / DUPLEX","07/17/2014","47.66449319","-122.29428917"
"SINGLE FAMILY / DUPLEX","07/17/2014","47.61704237","-122.29715702"
"SINGLE FAMILY / DUPLEX","07/14/2014","47.57680407","-122.41749598"
"MULTIFAMILY","07/14/2014","47.659998","-122.32112429"
"SINGLE FAMILY / DUPLEX","07/14/2014","47.56272084","-122.38466462"
"MULTIFAMILY","07/12/2014","47.59247464","-122.30475351"
"SINGLE FAMILY / DUPLEX","01/05/2017","47.65423977","-122.28164468"
"SINGLE FAMILY / DUPLEX","07/11/2014","47.69285856","-122.37445997"
"COMMERCIAL","07/11/2014","47.57517064","-122.38656414"
"COMMERCIAL","07/11/2014","47.57489783","-122.38643252"
"COMMERCIAL","07/11/2014","47.5745198","-122.38643875"
"COMMERCIAL","07/11/2014","47.57517064","-122.38656414"
"SINGLE FAMILY / DUPLEX","10/19/2017","47.57660468","-122.4186995"
"SINGLE FAMILY / DUPLEX","07/10/2014","47.72200826","-122.28992315"
"SINGLE FAMILY / DUPLEX","07/10/2014","47.59198691","-122.38550989"
"SINGLE FAMILY / DUPLEX","07/10/2014","47.54392582","-122.38820732"
"COMMERCIAL","07/10/2014","47.57517064","-122.38656414"
"SINGLE FAMILY / DUPLEX","07/09/2014","47.69286659","-122.35697412"
"MULTIFAMILY","07/09/2014","47.62233781","-122.31654352"
"SINGLE FAMILY / DUPLEX","07/09/2014","47.63562619","-122.28054448"
"MULTIFAMILY","07/08/2014","47.66222901","-122.3061952"
"SINGLE FAMILY / DUPLEX","07/07/2014","47.69253539","-122.37761064"
"SINGLE FAMILY / DUPLEX","07/07/2014","47.58343443","-122.31501671"
"SINGLE FAMILY / DUPLEX","07/07/2014","47.62099306","-122.30297461"
"MULTIFAMILY","07/07/2014","47.62249225","-122.3163575"
"MULTIFAMILY","07/03/2014","47.54134698","-122.27066952"
"SINGLE FAMILY / DUPLEX","07/03/2014","47.67422713","-122.32755425"
"SINGLE FAMILY / DUPLEX","07/03/2014","47.69813119","-122.34124147"
"SINGLE FAMILY / DUPLEX","07/03/2014","47.58777186","-122.3122612"
"SINGLE FAMILY / DUPLEX","07/03/2014","47.58647583","-122.30919877"
"SINGLE FAMILY / DUPLEX","06/30/2014","47.67194637","-122.38291585"
"SINGLE FAMILY / DUPLEX","06/30/2014","47.65551166","-122.3877217"
"SINGLE FAMILY / DUPLEX","06/30/2014","47.68235417","-122.35981003"
"SINGLE FAMILY / DUPLEX","06/27/2014","47.61003303","-122.314714"
"MULTIFAMILY","06/30/2014","47.67206846","-122.3805466"
"COMMERCIAL","10/02/2017","47.69816202","-122.34146303"
"SINGLE FAMILY / DUPLEX","06/30/2014","47.69219483","-122.34869067"
"SINGLE FAMILY / DUPLEX","06/28/2014","47.57232346","-122.37997686"
"SINGLE FAMILY / DUPLEX","06/27/2014","47.64041495","-122.34334465"
"SINGLE FAMILY / DUPLEX","06/27/2014","47.52877516","-122.38826966"
"SINGLE FAMILY / DUPLEX","06/27/2014","47.56094981","-122.3530227"
"SINGLE FAMILY / DUPLEX","06/26/2014","47.70087856","-122.33837787"
"SINGLE FAMILY / DUPLEX","06/26/2014","47.67100236","-122.28070111"
"COMMERCIAL","06/25/2014","47.56203701","-122.28816414"
"SINGLE FAMILY / DUPLEX","10/02/2017","47.54479887","-122.25787216"
"SINGLE FAMILY / DUPLEX","06/25/2014","47.68133682","-122.32316137"
"INDUSTRIAL","06/25/2014","47.54403027","-122.32512096"
"SINGLE FAMILY / DUPLEX","06/25/2014","47.68455927","-122.35898609"
"SINGLE FAMILY / DUPLEX","06/25/2014","47.69438985","-122.34653605"
"SINGLE FAMILY / DUPLEX","06/25/2014","47.6208175","-122.30283295"
"INSTITUTIONAL","06/24/2014","47.67630741","-122.32851249"
"SINGLE FAMILY / DUPLEX","06/24/2014","47.66848645","-122.33682848"
"SINGLE FAMILY / DUPLEX","11/14/2015","47.68861595","-122.27596869"
"SINGLE FAMILY / DUPLEX","06/24/2014","47.60149028","-122.29473596"
"SINGLE FAMILY / DUPLEX","06/23/2014","47.65296471","-122.38446437"
"SINGLE FAMILY / DUPLEX","06/23/2014","47.55333949","-122.39540964"
"MULTIFAMILY","06/21/2014","47.59289731","-122.30776463"
"SINGLE FAMILY / DUPLEX","06/20/2014","47.57353918","-122.37848253"
"COMMERCIAL","06/20/2014","47.70463108","-122.30130005"
"COMMERCIAL","12/19/2017","47.66185159","-122.29315529"
"SINGLE FAMILY / DUPLEX","06/18/2014","47.6820242","-122.35699077"
"SINGLE FAMILY / DUPLEX","06/18/2014","47.64921946","-122.40765709"
"COMMERCIAL","06/17/2014","47.61269306","-122.30099149"
"MULTIFAMILY","06/17/2014","47.67254069","-122.38031657"
"SINGLE FAMILY / DUPLEX","06/17/2014","47.71737682","-122.31869668"
"SINGLE FAMILY / DUPLEX","11/10/2016","47.57026062","-122.35992539"
"SINGLE FAMILY / DUPLEX","06/16/2014","47.56760787","-122.35737353"
"SINGLE FAMILY / DUPLEX","06/16/2014","47.70494378","-122.2863173"
"SINGLE FAMILY / DUPLEX","06/16/2014","47.56216286","-122.28803458"
"SINGLE FAMILY / DUPLEX","06/12/2014","47.59300091","-122.29731277"
"SINGLE FAMILY / DUPLEX","06/12/2014","47.52691393","-122.27762535"
"SINGLE FAMILY / DUPLEX","06/10/2014","47.66670506","-122.35987149"
"SINGLE FAMILY / DUPLEX","06/10/2014","47.65470649","-122.38576746"
"SINGLE FAMILY / DUPLEX","06/10/2014","47.59290742","-122.29363667"
"MULTIFAMILY","06/10/2014","47.65485385","-122.38576665"
"SINGLE FAMILY / DUPLEX","06/06/2014","47.58107976","-122.38896849"
"SINGLE FAMILY / DUPLEX","06/06/2014","47.68069033","-122.31620224"
"COMMERCIAL","06/05/2014","47.62217083","-122.3407031"
"COMMERCIAL","06/05/2014","47.62239643","-122.34076526"
"COMMERCIAL","06/05/2014","47.62260233","-122.34072029"
"COMMERCIAL","06/05/2014","47.62286676","-122.34077648"
"SINGLE FAMILY / DUPLEX","06/05/2014","47.64104957","-122.35660703"
"SINGLE FAMILY / DUPLEX","06/05/2014","47.60942698","-122.28759147"
"COMMERCIAL","06/05/2014","47.62304677","-122.34079835"
"SINGLE FAMILY / DUPLEX","06/04/2014","47.5314582","-122.38770897"
"SINGLE FAMILY / DUPLEX","06/04/2014","47.59308131","-122.29760104"
"MULTIFAMILY","06/04/2014","47.67281522","-122.38096161"
"SINGLE FAMILY / DUPLEX","06/04/2014","47.69311077","-122.35024525"
"SINGLE FAMILY / DUPLEX","06/04/2014","47.62948058","-122.35209168"
"SINGLE FAMILY / DUPLEX","06/02/2014","47.67371331","-122.31927252"
"SINGLE FAMILY / DUPLEX","05/31/2014","47.52889702","-122.38771444"
"SINGLE FAMILY / DUPLEX","05/30/2014","47.56449058","-122.2742333"
"COMMERCIAL","05/29/2014","47.66089923","-122.34103089"
"COMMERCIAL","05/29/2014","47.66111774","-122.34107708"
"COMMERCIAL","05/29/2014","47.66089557","-122.34131953"
"MULTIFAMILY","05/29/2014","47.63412071","-122.3426296"
"COMMERCIAL","05/29/2014","47.66111328","-122.34133391"
"COMMERCIAL","05/29/2014","47.66088875","-122.34144857"
"COMMERCIAL","05/29/2014","47.66089399","-122.34117206"
"COMMERCIAL","05/29/2014","47.66124475","-122.34088544"
"COMMERCIAL","05/29/2014","47.6611493","-122.34147737"
"SINGLE FAMILY / DUPLEX","05/28/2014","47.5553785","-122.36120962"
"SINGLE FAMILY / DUPLEX","05/28/2014","47.72807235","-122.28851544"
"SINGLE FAMILY / DUPLEX","05/28/2014","47.71788893","-122.33678507"
"SINGLE FAMILY / DUPLEX","05/28/2014","47.6505287","-122.37457116"
"SINGLE FAMILY / DUPLEX","05/28/2014","47.67371004","-122.31895831"
"MULTIFAMILY","05/28/2014","47.65236628","-122.3488764"
"COMMERCIAL","05/24/2014","47.6609037","-122.3408796"
"MULTIFAMILY","05/24/2014","47.62030755","-122.31597696"
"MULTIFAMILY","05/24/2014","47.63853683","-122.3424569"
"INDUSTRIAL","05/24/2014","47.70662004","-122.34441632"
"MULTIFAMILY","05/23/2014","47.58341245","-122.31387233"
"COMMERCIAL","05/23/2014","47.69112338","-122.31740983"
"COMMERCIAL","05/22/2014","47.6634884","-122.31612425"
"COMMERCIAL","05/22/2014","47.6634884","-122.31612425"
"SINGLE FAMILY / DUPLEX","05/22/2014","47.52433601","-122.38959195"
"COMMERCIAL","05/21/2014","47.64792243","-122.33598886"
"SINGLE FAMILY / DUPLEX","05/20/2014","47.57048131","-122.39449074"
"SINGLE FAMILY / DUPLEX","05/20/2014","47.55546028","-122.29134112"
"SINGLE FAMILY / DUPLEX","05/20/2014","47.5596426","-122.36351733"
"MULTIFAMILY","05/20/2014","47.6814237","-122.28804535"
"SINGLE FAMILY / DUPLEX","05/20/2014","47.68015562","-122.37334331"
"MULTIFAMILY","12/19/2013","47.65443764","-122.37336324"
"SINGLE FAMILY / DUPLEX","05/19/2014","47.62609462","-122.29664065"
"SINGLE FAMILY / DUPLEX","11/16/2013","47.67149116","-122.30004849"
"COMMERCIAL","05/19/2014","47.56139263","-122.38050867"
"SINGLE FAMILY / DUPLEX","05/17/2014","47.63832601","-122.39328938"
"COMMERCIAL","05/16/2014","47.61507976","-122.32716466"
"COMMERCIAL","05/16/2014","47.61507396","-122.32759339"
"SINGLE FAMILY / DUPLEX","05/15/2014","47.71082358","-122.28561341"
"SINGLE FAMILY / DUPLEX","05/15/2014","47.71784703","-122.28958513"
"MULTIFAMILY","05/15/2014","47.66929187","-122.39236706"
"SINGLE FAMILY / DUPLEX","05/15/2014","47.70021565","-122.3470768"
"SINGLE FAMILY / DUPLEX","05/15/2014","47.72850431","-122.2967253"
"SINGLE FAMILY / DUPLEX","07/13/2015","47.64578913","-122.315878"
"SINGLE FAMILY / DUPLEX","05/13/2014","47.65653356","-122.35697763"
"SINGLE FAMILY / DUPLEX","05/13/2014","47.64265881","-122.39067939"
"SINGLE FAMILY / DUPLEX","05/13/2014","47.51890416","-122.37713646"
"SINGLE FAMILY / DUPLEX","05/13/2014","47.67830746","-122.37534705"
"SINGLE FAMILY / DUPLEX","05/13/2014","47.65826603","-122.27105656"
"COMMERCIAL","05/10/2014","47.71458541","-122.29855985"
"SINGLE FAMILY / DUPLEX","05/10/2014","47.67487236","-122.38567147"
"SINGLE FAMILY / DUPLEX","05/10/2014","47.66695956","-122.28603202"
"SINGLE FAMILY / DUPLEX","05/09/2014","47.67035987","-122.38313076"
"SINGLE FAMILY / DUPLEX","05/09/2014","47.63827345","-122.34411689"
"SINGLE FAMILY / DUPLEX","05/09/2014","47.59279696","-122.30448644"
"SINGLE FAMILY / DUPLEX","05/08/2014","47.64562645","-122.37372931"
"MULTIFAMILY","05/06/2014","47.66462636","-122.30806493"
