"Year","Coordinates: Latitude","Coordinates: Longitude"
"2010","47.54365523","-122.39492508"
"2010","47.69112621","-122.31296763"
"2010","47.56522374","-122.3220682"
"2010","47.57702078","-122.38104377"
"2010","47.61329667","-122.31982181"
"2010","47.71318096","-122.27698486"
"2010","47.50335706","-122.37685116"
"2010","47.63375163","-122.36873839"
"2010","47.63781845","-122.31653258"
"2010","47.6378349","-122.31679412"
"2010","47.66149893","-122.28450907"
"2010","47.57984915","-122.38578423"
"2010","47.63263843","-122.36340322"
"2010","47.67720245","-122.39218019"
"2010","47.64402314","-122.40341455"
"2010","47.62830637","-122.2916624"
"2010","47.65574781","-122.3141346"
"2010","47.69400917","-122.27321836"
"2010","47.69383165","-122.27345651"
"2010","47.59147817","-122.29369316"
"2010","47.52741752","-122.31539753"
"2010","47.62328531","-122.32378557"
"2010","47.66626589","-122.26423726"
"2010","47.65021387","-122.40789392"
"2010","47.67622337","-122.39326622"
"2010","47.61982108","-122.30858747"
"2010","47.59419119","-122.29503425"
"2010","47.53797407","-122.38389601"
"2010","47.56803932","-122.37111437"
"2010","47.69871176","-122.27698603"
"2010","47.60185619","-122.31704594"
"2010","47.50939601","-122.38604332"
"2010","47.64195044","-122.34776073"
"2010","47.60790553","-122.31787936"
"2010","47.69016469","-122.35850625"
"2010","47.67470006","-122.32689556"
"2010","47.55238678","-122.36267487"
"2010","47.60611305","-122.28983081"
"2010","47.57282774","-122.33359521"
"2010","47.59614654","-122.31388861"
"2010","47.65976827","-122.32112391"
"2010","47.57949021","-122.38550876"
"2010","47.67582146","-122.37812371"
"2010","47.66045162","-122.35485628"
"2010","47.61466943","-122.28572966"
"2010","47.66084393","-122.27128382"
"2010","47.70474192","-122.3208026"
"2010","47.55410299","-122.39730029"
"2010","47.68415754","-122.29238258"
"2010","47.6718096","-122.37135766"
"2010","47.68577838","-122.33386015"
"2010","47.6617546","-122.36342164"
"2010","47.57226","-122.29472679"
"2010","47.50754118","-122.24902409"
"2010","47.63549799","-122.28442222"
"2010","47.63520648","-122.3257155"
"2010","47.57102685","-122.28967623"
"2010","47.53197266","-122.31223954"
"2010","47.68572589","-122.33558423"
"2010","47.65251621","-122.35847186"
"2010","47.66796943","-122.32995443"
"2010","47.6237414","-122.30578107"
"2010","47.66853804","-122.3537027"
"2010","47.57229146","-122.37244312"
"2010","47.65670984","-122.27084236"
"2010","47.6934088","-122.29452111"
"2010","47.57391018","-122.33228473"
"2010","47.69374455","-122.30209353"
