Latitude	Longitude
47.61727963	-122.30347804
47.6775267	-122.30364811
47.66706187	-122.30369721
47.66613701	-122.30371764
47.66389117	-122.3038142
47.6594867	-122.30385715
47.61932384	-122.30391655
47.61952596	-122.30394004
47.61963963	-122.30394246
47.55908268	-122.30399777
47.61844045	-122.30414413
47.61782318	-122.30416105
47.6195437	-122.30445042
47.61942434	-122.30446485
47.58563464	-122.30448315
47.61996946	-122.30448702
47.65828261	-122.30454286
47.66045328	-122.30463329
47.59944557	-122.30496445
47.65300378	-122.30500427
47.61889103	-122.30507666
47.58427418	-122.30514774
47.60063701	-122.30515026
47.58670804	-122.3052024
47.60036862	-122.30531946
47.6020329	-122.30535329
47.65553333	-122.30542968
47.59974939	-122.30546843
47.69206289	-122.3055015
47.61980344	-122.30581254
47.61649938	-122.30587926
47.61660193	-122.305908
47.61650202	-122.30593449
47.58761518	-122.30595395
47.66235289	-122.30622979
47.66255649	-122.30624308
47.6635231	-122.30630381
47.61771667	-122.30644613
47.6183645	-122.30648659
47.62396854	-122.30656107
47.69088591	-122.30660372
47.60214204	-122.30660606
47.62280567	-122.30678751
47.62363862	-122.30708425
47.59951832	-122.30733972
47.58761567	-122.30756336
47.62458703	-122.30772895
47.61555456	-122.30779234
47.61329827	-122.30785382
47.61987638	-122.30802579
47.60150064	-122.30836028
47.60367608	-122.30856696
47.66183692	-122.30868328
47.6038531	-122.30869787
47.5990341	-122.30873217
47.61868053	-122.30908723
47.57371784	-122.30917161
47.61834052	-122.30917341
47.58727179	-122.30921288
47.61951487	-122.30928706
47.60396324	-122.30930183
47.61911231	-122.30935466
47.59423073	-122.30935472
47.61921031	-122.30985869
47.65235247	-122.30987523
47.57742694	-122.3100923
47.57770886	-122.31020487
47.65644621	-122.31042426
47.60187557	-122.31082161
47.60379161	-122.31088605
47.59641996	-122.31089625
47.60395897	-122.31092466
47.61597196	-122.3111568
47.61255446	-122.3111889
47.61206347	-122.31119157
47.60858648	-122.31125763
47.58034205	-122.31133692
47.58762444	-122.31140959
47.59608631	-122.31141991
47.66558142	-122.31156798
47.62426174	-122.31162516
47.66870231	-122.31163143
47.66515175	-122.31164561
47.66536616	-122.31164732
47.66504413	-122.31164838
47.66422231	-122.31166229
47.67600921	-122.31170131
47.61469501	-122.31172934
47.66388615	-122.31173865
47.6064222	-122.31180215
47.71479568	-122.3118449
47.65983055	-122.31196461
47.60826109	-122.31196692
47.59731205	-122.31210867
47.59702375	-122.31213717
47.66919202	-122.31216972
47.7145212	-122.31217148
47.63357917	-122.31218579
47.66794897	-122.31219738
47.71996695	-122.3122368
47.63325979	-122.31231079
47.67611314	-122.31243035
47.65446382	-122.31250511
47.59894416	-122.31263774
47.66818029	-122.31279297
47.66503385	-122.31281902
47.67559628	-122.31291388
47.65162035	-122.31294263
47.62441721	-122.31301643
47.60586039	-122.3131217
47.61919138	-122.31312629
47.71776067	-122.31313911
47.60233927	-122.3131416
47.60251038	-122.3131546
47.69050844	-122.31320993
47.61777564	-122.31327276
47.67047266	-122.31332502
47.67058288	-122.31333693
47.61445789	-122.31335327
47.60159649	-122.31342994
47.6678545	-122.31347916
47.67566271	-122.31348006
47.59821028	-122.31359375
47.59046693	-122.31361655
47.58582258	-122.31369489
47.73325379	-122.31370845
47.57989584	-122.31376427
47.61692645	-122.31377225
47.58512917	-122.31383057
47.60843309	-122.31385266
47.60834941	-122.31385353
47.56382104	-122.31387741
47.66346713	-122.31388208
47.58076053	-122.31391481
47.61384156	-122.31393909
47.6182168	-122.31399094
47.67635528	-122.3140481
47.67566252	-122.31405433
47.5880904	-122.31405538
47.68587226	-122.31410116
47.65797676	-122.31410941
47.67600905	-122.3141394
47.58080913	-122.31420614
47.59346828	-122.31432085
47.58329022	-122.31437873
47.61461795	-122.31441998
47.5937049	-122.31450253
47.61205171	-122.31451229
47.6650985	-122.31452823
47.67635075	-122.31460708
47.67596867	-122.3146306
47.59029947	-122.3146502
47.65968125	-122.31465218
47.61191697	-122.31468958
47.58428485	-122.31494538
47.59888147	-122.31494889
47.57918927	-122.31495687
47.61435224	-122.31500578
47.58121431	-122.31507263
47.61198441	-122.3151524
47.61126358	-122.31515559
47.65962641	-122.31517225
47.58880165	-122.31517988
47.61208079	-122.31518612
47.61069701	-122.31521137
47.61742194	-122.31522126
47.61431284	-122.31529281
47.67641731	-122.31535713
47.62471843	-122.31537717
47.66249098	-122.31566042
47.66107313	-122.31566724
47.58411321	-122.31569805
47.60601964	-122.31570846
47.58929449	-122.31570993
47.58903038	-122.31571165
47.58399005	-122.31571476
47.61827355	-122.31585484
47.59978325	-122.31596726
47.59280696	-122.31600169
47.6634884	-122.31612425
47.59600159	-122.31622613
47.66182928	-122.31624038
47.58584724	-122.31625406
47.58402723	-122.31629017
47.65970871	-122.31630429
47.58668656	-122.31634157
47.62249225	-122.3163575
47.60334534	-122.31635818
47.62344452	-122.31636643
47.65926513	-122.31637539
47.58059807	-122.31638527
47.61430491	-122.31643927
47.67435835	-122.31645137
47.62140793	-122.31646879
47.62356237	-122.31648508
47.61662391	-122.31649062
47.6661204	-122.31659381
47.61717726	-122.31669985
47.59961078	-122.31676145
47.67825665	-122.31690083
47.58669965	-122.31692912
47.65998856	-122.31694336
47.58720242	-122.31698673
47.6672571	-122.31706822
47.60451334	-122.31712257
47.61691256	-122.31717793
47.66461107	-122.31718245
47.61911369	-122.31718898
47.67998758	-122.31720726
47.61941131	-122.31723378
47.62064636	-122.31724934
47.60297273	-122.31728287
47.70999537	-122.31737742
47.60076913	-122.31737837
47.65895242	-122.31750982
47.61974247	-122.31751135
47.67600604	-122.31756345
47.66837821	-122.31756839
47.61272366	-122.31762656
47.61744696	-122.31764166
47.67916422	-122.31764267
47.67966299	-122.31766148
47.6265717	-122.31770408
47.62543919	-122.31770485
47.62557632	-122.3177101
47.6778653	-122.31773258
47.6642102	-122.31777614
47.52681001	-122.31780171
47.61718246	-122.31782678
47.61619705	-122.31785593
47.66554497	-122.31787756
47.60122044	-122.3178838
47.67988714	-122.31789626
47.69985431	-122.3179124
47.66272707	-122.31799881
47.69290185	-122.31802842
47.62356269	-122.31808612
47.62329622	-122.31808861
47.67437124	-122.31811163
47.65646419	-122.31815084
47.5989971	-122.3182157
47.60420403	-122.31832613
47.67519529	-122.31839733
47.6774562	-122.31846715
47.67675208	-122.31848711
47.61478344	-122.31848853
47.59950019	-122.31851985
47.61361762	-122.31852882
47.62233991	-122.31857149
47.60023616	-122.31857531
47.6763811	-122.31865923
47.6577388	-122.31896837
47.67470613	-122.3190223
47.52627402	-122.3190406
47.61336267	-122.31908377
47.61946586	-122.31911396
47.62386005	-122.31912612
47.62154655	-122.31912745
47.70822473	-122.31917356
47.67676831	-122.31919138
47.67456196	-122.31924299
47.67710279	-122.31927707
47.67677536	-122.31933441
47.6233087	-122.31934107
47.67640699	-122.31935667
47.65652186	-122.31951142
47.65907469	-122.31952638
47.65695074	-122.31953111
47.66012622	-122.31955438
47.65963342	-122.31956729
47.62573494	-122.31960886
47.60053038	-122.31961445
47.62234951	-122.31963987
47.62246192	-122.31964298
47.62341815	-122.31964353
47.62266216	-122.3196499
47.62256167	-122.31965371
47.64178609	-122.31976201
47.61282202	-122.3197652
47.67516244	-122.31977738
47.61917735	-122.3197918
47.67717571	-122.31985773
47.61974461	-122.31986681
47.67744717	-122.3198944
47.67678422	-122.31991338
47.62582643	-122.31994857
47.60338534	-122.31996177
47.65868854	-122.32011289
47.65076153	-122.32021194
47.6597373	-122.32044092
47.61922954	-122.32044115
47.66198458	-122.32045401
47.66210142	-122.32046035
47.60251514	-122.32048883
47.6630259	-122.32049053
47.61796081	-122.32053522
47.62670273	-122.32054726
47.62993258	-122.32055047
47.61733541	-122.32056748
47.65702172	-122.32059818
47.61857794	-122.32060047
47.65141714	-122.32082903
47.60247849	-122.32100964
47.62752867	-122.32101151
47.70709662	-122.32112242
47.65840603	-122.32112633
47.61891925	-122.32114133
47.61043191	-122.3211492
47.61857429	-122.32116204
47.62377547	-122.32121696
47.52628702	-122.32135541
47.61141658	-122.32136945
47.55047923	-122.32139337
47.52666469	-122.3215157
47.60663122	-122.32158062
47.52614667	-122.32171101
47.70712852	-122.32172784
47.62126347	-122.32173169
47.55029334	-122.32173536
47.54320684	-122.32175445
47.55055791	-122.32182413
47.61933063	-122.32185166
47.61826774	-122.32185334
47.65026619	-122.32191399
47.60285228	-122.32194251
47.70833372	-122.32204755
47.6262866	-122.32212402
47.68073738	-122.32221718
47.61438165	-122.32229682
47.54409439	-122.3222999
47.54154739	-122.32233118
47.71090997	-122.32240093
47.7074762	-122.3225044
47.54294049	-122.32254618
47.70833581	-122.32257041
47.62069592	-122.32257302
47.62629031	-122.32268625
47.61445083	-122.32272831
47.67853373	-122.32277516
47.60536056	-122.32295442
47.61822608	-122.32299348
47.60642739	-122.32304448
47.54182274	-122.32305108
47.54167078	-122.32308534
47.61334989	-122.32312813
47.68133682	-122.32316137
47.60601002	-122.32317409
47.67985766	-122.32336123
47.55139215	-122.32337803
47.6813454	-122.32352893
47.55145448	-122.32355807
47.61099275	-122.32368639
47.64965246	-122.323692
47.66105047	-122.32373743
47.6086266	-122.32373921
47.6198634	-122.32382539
47.68088282	-122.32388755
47.60665738	-122.32391961
47.55125545	-122.32396424
47.67864785	-122.32398857
47.6263996	-122.32400375
47.68230458	-122.32402965
47.61395165	-122.32414429
47.61445461	-122.32419357
47.61287761	-122.32419935
47.63888523	-122.32422098
47.66146277	-122.3243056
47.64483817	-122.32431179
47.62215883	-122.32432919
47.68009443	-122.3243323
47.61795826	-122.32436866
47.63875017	-122.32437049
47.66119162	-122.32438158
47.64010043	-122.32439801
47.60984592	-122.32440011
47.6391086	-122.32440405
47.64137454	-122.32443756
47.63663678	-122.32445313
47.68108615	-122.32457695
47.62249568	-122.32481639
47.60690037	-122.3248807
47.63599766	-122.32489743
47.64144415	-122.3249605
47.64036614	-122.324962
47.64614289	-122.32499107
47.64120991	-122.3250063
47.6399092	-122.32501366
47.62266792	-122.32502507
47.68258397	-122.32507196
47.61387582	-122.32525567
47.61732036	-122.3252791
47.68240595	-122.32531412
47.64379783	-122.32537153
47.63647527	-122.32555237
47.59427259	-122.32557966
47.622189	-122.32586296
47.68310689	-122.325876
47.70619241	-122.32587611
47.6356913	-122.32592687
47.63854074	-122.32620155
47.62146621	-122.32620648
47.63596506	-122.32621258
47.67765885	-122.32641363
47.60540599	-122.32657319
47.64602266	-122.32658489
47.59480509	-122.32658735
47.63560283	-122.3266618
47.59416832	-122.32671951
47.64251748	-122.32682341
47.63729851	-122.32682364
47.62760121	-122.32692733
47.60840589	-122.32693657
47.52715064	-122.3269409
47.67831894	-122.32700391
47.62148685	-122.32704375
47.6068245	-122.32705753
47.65509437	-122.32712216
47.61469864	-122.32717348
47.60617563	-122.32729727
47.60567954	-122.32734681
47.64144516	-122.32741337
47.63784874	-122.32743718
47.6390641	-122.3274484
47.62100277	-122.32748741
47.61507396	-122.32759339
47.62617701	-122.32759542
47.65434156	-122.32764251
47.62998786	-122.3277794
47.60674526	-122.32784883
47.630574	-122.32804642
47.64056835	-122.32809434
47.61529642	-122.32854817
47.66519134	-122.32858953
47.63961706	-122.32863603
47.63942247	-122.32889237
47.63956705	-122.32893714
47.64015609	-122.32914546
47.63937266	-122.32923811
47.62667824	-122.32966519
47.60874813	-122.32967216
47.62175257	-122.33006708
47.62334853	-122.33030508
47.62489222	-122.33063459
47.62259613	-122.33063633
47.61921174	-122.33071755
47.61712674	-122.33072825
47.71071955	-122.33097606
47.60547767	-122.33119077
47.6033626	-122.33119983
47.62149429	-122.33120552
47.61570566	-122.3314754
47.62245604	-122.33147941
47.60401104	-122.33150676
47.61712077	-122.33152395
47.6141635	-122.33180671
47.6172978	-122.33193712
47.61698493	-122.33196571
47.61801358	-122.3320086
47.62212235	-122.33208167
47.61756511	-122.33229667
47.61503782	-122.33234036
47.6159177	-122.3323945
47.62327913	-122.33246071
47.6232742	-122.33259473
47.61665268	-122.33262784
47.61556306	-122.33276181
47.62213467	-122.33283777
47.61343498	-122.33303913
47.61632879	-122.33305228
47.61736004	-122.33312524
47.61312837	-122.33312554
47.62326774	-122.33324376
47.62033328	-122.33325022
47.62188629	-122.33328545
47.60431143	-122.33336517
47.58788018	-122.33366836
47.61832606	-122.33381507
47.61487745	-122.33385101
47.60428044	-122.33386587
47.62251637	-122.33391663
47.61457019	-122.33400784
47.61689116	-122.33411022
47.70790998	-122.33440729
47.62334132	-122.33458524
47.62488719	-122.33470227
47.58995592	-122.334738
47.61998865	-122.33478445
47.60896713	-122.33482136
47.622857	-122.33483707
47.62403301	-122.33486782
47.61889483	-122.33487039
47.71571366	-122.33499758
47.61797585	-122.33502863
47.61524465	-122.33520737
47.52119281	-122.33549478
47.62546116	-122.33551235
47.62107332	-122.33554895
47.7137519	-122.3355747
47.64827306	-122.33575265
47.60542826	-122.33589937
47.64767064	-122.33596516
47.62406618	-122.33620465
47.62334513	-122.33620731
47.62369467	-122.33623046
47.62037756	-122.33628748
47.62113072	-122.33630945
47.70705242	-122.33644969
47.62538578	-122.33645455
47.61907205	-122.33652543
47.65018253	-122.33659282
47.65001537	-122.33663831
47.62103801	-122.33682407
47.62499814	-122.33691636
47.61951134	-122.33696288
47.60669167	-122.33701094
47.61652519	-122.33736876
47.6037821	-122.33742275
47.61709778	-122.33753317
47.61879678	-122.33754792
47.62540049	-122.33791713
47.6967779	-122.33795256
47.62399136	-122.33805535
47.62237989	-122.33806163
47.66190615	-122.33829236
47.60911773	-122.33832038
47.61523711	-122.33836402
47.61292353	-122.33841355
47.66124841	-122.33843246
47.62498078	-122.33884523
47.61887749	-122.33885567
47.61997251	-122.33887307
47.61630005	-122.33903406
47.60995491	-122.33905295
47.61339187	-122.33928695
47.62184178	-122.33934951
47.61586972	-122.33938109
47.61915166	-122.33939892
47.62002713	-122.33940566
47.62122218	-122.33940733
47.62264265	-122.33941026
47.62071032	-122.33942842
47.61789385	-122.339443
47.60883611	-122.33952721
47.61067146	-122.33958684
47.61362144	-122.33960841
47.66235106	-122.3398208
47.61695396	-122.339922
47.61094594	-122.33992623
47.60649933	-122.33996735
47.61990119	-122.34000671
47.62287326	-122.34001878
47.62687182	-122.34003066
47.69919379	-122.3400586
47.69931535	-122.34007726
47.62557779	-122.34014632
47.62070441	-122.3401844
47.66270393	-122.340208
47.61412628	-122.34039328
47.61179618	-122.34041744
47.61834458	-122.34047003
47.69131539	-122.34054101
47.61058116	-122.34056296
47.62010396	-122.34072509
47.6282368	-122.34074547
47.6166989	-122.34074729
47.6213124	-122.34076614
47.62304677	-122.34079835
47.61274253	-122.340808
47.63749338	-122.34085955
47.61029752	-122.34090346
47.61105158	-122.34092228
47.61210654	-122.3409525
47.61070574	-122.34137594
47.61353447	-122.34139516
47.66261908	-122.34140388
47.63002641	-122.34142344
47.62155451	-122.34145342
47.62231776	-122.34146004
47.69816202	-122.34146303
47.62287309	-122.34146324
47.61475659	-122.34146815
47.63211623	-122.34152764
47.70485829	-122.3416218
47.66415952	-122.34168678
47.61144375	-122.34168733
47.62677806	-122.34171523
47.65201447	-122.34171617
47.61440726	-122.3417251
47.62566868	-122.34182192
47.6173213	-122.34182435
47.63209422	-122.34191385
47.62339887	-122.34192881
47.6223157	-122.34195684
47.62105426	-122.34199223
47.68805261	-122.3419996
47.62959033	-122.34200974
47.63324026	-122.34206052
47.61629847	-122.34209156
47.61704294	-122.34212991
47.69151116	-122.34213687
47.61282934	-122.34224199
47.70520365	-122.34226257
47.66093005	-122.3424023
47.63275501	-122.34251041
47.61184277	-122.34254282
47.62906083	-122.34260143
47.65614738	-122.34262263
47.63164037	-122.34263385
47.62937072	-122.34264308
47.627366	-122.3426527
47.69172722	-122.34266617
47.69470904	-122.34269101
47.65820186	-122.34271168
47.6335619	-122.34274915
47.69301631	-122.34275316
47.63115019	-122.34276073
47.62244513	-122.34276579
47.62567031	-122.34288192
47.62177959	-122.34293264
47.65629705	-122.34297572
47.62480255	-122.3430022
47.63157587	-122.34312962
47.63409823	-122.34314045
47.65310607	-122.34318015
47.65141461	-122.34319685
47.69204798	-122.34322293
47.6260963	-122.34323455
47.66168854	-122.34329899
47.64041495	-122.34334465
47.62235921	-122.34335025
47.62296587	-122.34342527
47.73099478	-122.34357484
47.68900024	-122.34364177
47.69325915	-122.34368602
47.69545823	-122.3437218
47.61565753	-122.34387201
47.62495325	-122.34409944
47.65354763	-122.34417876
47.68456049	-122.3441977
47.6140908	-122.34429853
47.64173219	-122.34435392
47.62419713	-122.34444505
47.61836439	-122.34451396
47.6273586	-122.34453153
47.63709142	-122.34460533
47.66021227	-122.34493133
47.68677613	-122.34504947
47.69996602	-122.34506953
47.68199259	-122.34513717
47.65334513	-122.34516783
47.62866991	-122.34522814
47.61403703	-122.34534107
47.71899635	-122.34536741
47.61192309	-122.34544617
47.70822046	-122.34550632
47.61884187	-122.34550957
47.6132239	-122.34566526
47.70448958	-122.34579663
47.69847057	-122.3458801
47.70449809	-122.34604567
47.69674524	-122.34613461
47.61582105	-122.34616655
47.52382482	-122.34639526
47.6154329	-122.34652095
47.69024124	-122.34666791
47.68118657	-122.34668979
47.62038229	-122.34669309
47.62614544	-122.34671866
47.62786811	-122.34681986
47.64943047	-122.34683203
47.65394431	-122.34692687
47.65487945	-122.34698172
47.69702038	-122.34702465
47.62649944	-122.34706231
47.72754532	-122.34710824
47.62997833	-122.34720197
47.62947714	-122.34725092
47.6306756	-122.34727215
47.72655912	-122.34736207
47.61218226	-122.34770992
47.65693266	-122.34772753
47.65889733	-122.34777857
47.62667922	-122.34781333
47.62998328	-122.34790763
47.61574546	-122.34790837
47.63125367	-122.34798581
47.64993468	-122.34803266
47.62568886	-122.34808215
47.6199079	-122.3481733
47.65736034	-122.34826723
47.6582122	-122.34830696
47.61834907	-122.34833056
47.6496355	-122.3484192
47.62560799	-122.3486666
47.61283972	-122.34885706
47.65385594	-122.34885787
47.6167951	-122.34891549
47.69809112	-122.34929927
47.66108537	-122.34931143
47.65024178	-122.34936208
47.65702262	-122.34937751
47.65305945	-122.34959487
47.65404888	-122.34966695
47.65820563	-122.34971485
47.65210509	-122.35011851
47.65495607	-122.35029388
47.61827068	-122.35039295
47.61241077	-122.35076714
47.66159606	-122.35088977
47.6259485	-122.3509121
47.65368987	-122.35101705
47.65092988	-122.35110434
47.62743163	-122.35123908
47.65222822	-122.35156635
47.65237112	-122.35157455
47.625255	-122.3520722
47.65304482	-122.35212382
47.70524945	-122.35248785
47.72362082	-122.35345521
47.61523851	-122.35386602
47.61814267	-122.3539247
47.67688907	-122.35408457
47.69082274	-122.35425978
47.61894243	-122.35448384
47.62361985	-122.35456609
47.67610946	-122.35466774
47.67644215	-122.35471481
47.6184506	-122.35476894
47.68275114	-122.35477215
47.69437249	-122.35484457
47.69909701	-122.35488749
47.67900255	-122.35488799
47.68311269	-122.35489675
47.68825072	-122.35492596
47.61946557	-122.35493212
47.70937781	-122.35498678
47.7062114	-122.35498804
47.67852334	-122.35508197
47.70722868	-122.35510869
47.69444101	-122.35512101
47.70079082	-122.3551233
47.6187587	-122.35524764
47.52000918	-122.35540376
47.52024366	-122.35544028
47.52045154	-122.35549481
47.68998076	-122.35556874
47.69340949	-122.35565887
47.62041964	-122.35567747
47.69632718	-122.35567929
47.62158027	-122.35569974
47.70061889	-122.35570525
47.62033222	-122.35575266
47.62384901	-122.3557595
47.70407557	-122.35576745
47.69532615	-122.35579615
47.67977743	-122.3558571
47.71119914	-122.35586243
47.65295277	-122.35594409
47.63776647	-122.3560742
47.61746086	-122.35610153
47.69227621	-122.35633504
47.6916295	-122.35647459
47.62160607	-122.3564905
47.72482424	-122.35672963
47.52183864	-122.35673666
47.52217805	-122.35676112
47.6202734	-122.35699459
47.62546805	-122.35707146
47.62422755	-122.35710042
47.69032114	-122.3571135
47.62112205	-122.35713812
47.64810433	-122.35726705
47.6366287	-122.35739732
47.65315089	-122.3574304
47.65330477	-122.3575118
47.62127489	-122.35766771
47.62192794	-122.35766931
47.65357644	-122.35795522
47.52162447	-122.35823029
47.62365288	-122.35833637
47.52078359	-122.35876888
47.62004201	-122.35912476
47.62482968	-122.3591344
47.64709333	-122.35944425
47.52154504	-122.35954523
47.6226175	-122.3597142
47.62397513	-122.35973583
47.62297189	-122.35974128
47.57059047	-122.35977312
47.56850796	-122.35981677
47.57026062	-122.35992539
47.52317152	-122.35998202
47.52517665	-122.36019276
47.64626509	-122.36031388
47.62366955	-122.36031425
47.62267378	-122.36041667
47.53886537	-122.36048774
47.70172402	-122.36100076
47.62257396	-122.36115761
47.63217082	-122.36121601
47.70165961	-122.3614919
47.62653955	-122.36165907
47.69049086	-122.36177285
47.56946784	-122.36188273
47.62652445	-122.36188496
47.53812476	-122.36224385
47.67608109	-122.3623212
47.6453969	-122.3625641
47.55891687	-122.36257914
47.5521697	-122.36266749
47.55227848	-122.36267068
47.55238678	-122.36267487
47.55326158	-122.362699
47.55472572	-122.36274557
47.5662345	-122.36296246
47.52121444	-122.36318246
47.55687754	-122.36334292
47.69047049	-122.36519755
47.62490137	-122.36553986
47.69820615	-122.36644254
47.54343098	-122.36761556
47.54495178	-122.36766722
47.54589081	-122.3677363
47.54425891	-122.36778346
47.53397273	-122.36785587
47.5429353	-122.3679469
47.56741966	-122.3690997
47.63874172	-122.3693703
47.63717297	-122.36981346
47.57336454	-122.37112398
47.57359641	-122.3711911
47.57444536	-122.3711999
47.57390605	-122.37125039
47.55181028	-122.37130189
47.5739028	-122.37134855
47.56578036	-122.37158138
47.66919909	-122.37161257
47.66922277	-122.37181828
47.54151528	-122.37183756
47.57007574	-122.37214785
47.56594076	-122.3721639
47.56579932	-122.37227609
47.54406269	-122.37237027
47.66910376	-122.37249725
47.54429787	-122.37295113
47.58087782	-122.37306285
47.671204	-122.37323639
47.69572937	-122.37335928
47.65443764	-122.37336324
47.63579569	-122.37347628
47.69538443	-122.37374793
47.69048749	-122.37378457
47.6952753	-122.37392461
47.65329748	-122.3739576
47.54303399	-122.37410678
47.69101965	-122.37440729
47.65006193	-122.37452636
47.54267226	-122.37457663
47.64241442	-122.37461338
47.67580399	-122.37488219
47.67206147	-122.3749349
47.68991591	-122.37498953
47.68989285	-122.37521107
47.6740228	-122.37530476
47.64006853	-122.37530622
47.67432861	-122.37548192
47.63377733	-122.37560575
47.64908854	-122.37565174
47.67556849	-122.37573023
47.64040675	-122.37573191
47.65142872	-122.37576374
47.69229096	-122.37576706
47.66896235	-122.37580319
47.66619055	-122.37580956
47.650638	-122.3758162
47.65075661	-122.37582076
47.64896408	-122.375822
47.65085042	-122.3758609
47.67586291	-122.37589772
47.54711264	-122.37597099
47.54676012	-122.37610852
47.68431815	-122.37622284
47.53492262	-122.37630228
47.5219026	-122.37638435
47.68004583	-122.37641675
47.68625663	-122.37643793
