Latitude	Longitude
47.6714686	-122.37649924
47.68405635	-122.37653282
47.67480217	-122.37661528
47.67330639	-122.37669591
47.54359577	-122.37681333
47.54347197	-122.37683109
47.64865049	-122.37696782
47.66665391	-122.37705587
47.69180112	-122.37709303
47.56574477	-122.37709604
47.64688862	-122.37712741
47.69148037	-122.37713281
47.64978487	-122.37714204
47.68757118	-122.37719047
47.68728867	-122.3772028
47.66601132	-122.37726918
47.68913188	-122.37728252
47.69074933	-122.37728867
47.69445799	-122.37804827
47.64799366	-122.37826258
47.67217495	-122.37833497
47.66842697	-122.37835136
47.69430036	-122.37850179
47.67108971	-122.37863737
47.66914187	-122.37865185
47.66919932	-122.37911473
47.66986051	-122.379165
47.66975734	-122.38000278
47.6908859	-122.38026529
47.6699291	-122.38034895
47.69033073	-122.38047528
47.56046853	-122.38049992
47.56042031	-122.38090953
47.66894803	-122.38091564
47.67146218	-122.38092412
47.558013	-122.38109089
47.55780435	-122.38109617
47.66786255	-122.38113375
47.55940704	-122.38115569
47.55491873	-122.3812249
47.67145164	-122.38153855
47.66976863	-122.38154619
47.66694156	-122.38186102
47.55906312	-122.38187153
47.56122456	-122.381916
47.55960801	-122.38199163
47.56241816	-122.38228525
47.66971049	-122.38234936
47.55893466	-122.38241621
47.66998377	-122.38250213
47.56186488	-122.38253132
47.66646398	-122.38264331
47.59176906	-122.38292791
47.66891711	-122.38310411
47.67035987	-122.38313076
47.54968339	-122.38345584
47.64798113	-122.38388792
47.56271724	-122.38441689
47.55902261	-122.38457789
47.56242649	-122.38470626
47.65119682	-122.38495045
47.65128692	-122.38496558
47.64307372	-122.38507342
47.64322982	-122.38508834
47.56191319	-122.38513028
47.66974927	-122.38514397
47.65144569	-122.38516427
47.58613759	-122.38557022
47.65049016	-122.38573791
47.56373681	-122.38576254
47.56270022	-122.38579486
47.56414484	-122.38580376
47.56016649	-122.38584215
47.58614304	-122.38585576
47.5608203	-122.38590152
47.58257891	-122.38592709
47.54988565	-122.38592999
47.5890088	-122.38593869
47.58889774	-122.38597374
47.6711407	-122.38600042
47.58751216	-122.38601069
47.54620345	-122.38607308
47.5672825	-122.38641276
47.55438312	-122.38641466
47.56013448	-122.38642978
47.55680616	-122.38645793
47.56083821	-122.38647605
47.56974626	-122.38654582
47.55431858	-122.38655211
47.57517064	-122.38656414
47.63683548	-122.38659307
47.54790941	-122.38662003
47.5522748	-122.38676907
47.54878143	-122.38678025
47.54019907	-122.38682577
47.63678644	-122.38687141
47.54806945	-122.38689526
47.57521055	-122.38702164
47.57775082	-122.38705547
47.51396583	-122.38711604
47.56931261	-122.38711714
47.57505827	-122.38716986
47.57492118	-122.38717001
47.57883182	-122.38718609
47.58190947	-122.38732228
47.63646932	-122.38744797
47.56204949	-122.38777147
47.58969835	-122.38792442
47.66967529	-122.3879285
47.67054426	-122.38801647
47.56184103	-122.38836872
47.56446092	-122.38842108
47.66999032	-122.38852532
47.56127513	-122.38862086
47.66966737	-122.38912284
47.59369044	-122.38946378
47.53888113	-122.392028
47.58099241	-122.39306099
47.58794707	-122.39540778
47.64822306	-122.39662571
47.63996313	-122.39809636
47.66024565	-122.39960737
47.63921085	-122.40004981
47.58140543	-122.40295119
47.58001495	-122.40757568
47.56623378	-122.40897819
47.57617644	-122.40974839
47.57871645	-122.41144561
47.57759391	-122.41234797
47.57799947	-122.41278506
47.5778076	-122.41362342
